region_name,prob,sum
Middle East,0.540772532188841,119315.594454
South & Central Asia,0.51129363449692,40357.758338
South of Sahara,0.504098360655738,116590.841192
Far East Asia,0.503086419753086,12873.816606
South America,0.501449275362319,7310.99524700001
North of Sahara,0.47972972972973,3836.311206
Europe,0.448028673835125,13685.667948
Oceania,0.444743935309973,1223.0581
Caribbean & Central America,0.423076923076923,9402.262979
